Code,Indicator Name,Short definition,Long definition,Source,Topic,Statistical concept and methodology,Other notes
LO.PASEC.REA.6.P25,PASEC: Distribution of 6th grade reading scores: 25th Percentile Score,The 25th percentile score is the score below which 25 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,The 25th percentile score is the score below which 25 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.REA.6.P50,PASEC: Distribution of 6th grade reading scores: 50th Percentile Score,The 50th percentile score is the score below which 50 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,The 50th percentile score is the score below which 50 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.REA.6.P05,PASEC: Distribution of 6th grade reading scores: 5th Percentile Score,The 5th percentile score is the score below which 5 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,The 5th percentile score is the score below which 5 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.REA.6.P75,PASEC: Distribution of 6th grade reading scores: 75th Percentile Score,The 75th percentile score is the score below which 75 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,The 75th percentile score is the score below which 75 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.REA.6.P90,PASEC: Distribution of 6th grade reading scores: 90th Percentile Score,The 90th percentile score is the score below which 90 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,The 90th percentile score is the score below which 90 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.REA.6.P95,PASEC: Distribution of 6th grade reading scores: 95th Percentile Score,The 95th percentile score is the score below which 95 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,The 95th percentile score is the score below which 95 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.REA.6.P99,PASEC: Distribution of 6th grade reading scores: 99th Percentile Score,The 99th percentile score is the score below which 99 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,The 99th percentile score is the score below which 99 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.FRE5.FE,PASEC: Mean performance on the French language scale (100 points) for 5th grade students. Female,"Mean percentage correct for 5th grade female students on the French language exam. Average differences are only significant between males and females in Benin, Burkina Faso, Democratic Republic of Congo, and Burundi. Since comparison is suggested by giving average scores for males/females, please take into account that these are only raw effects of gender. PASEC uses econometric models to validate the effect of gender in achievement. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/","Mean percentage correct for 5th grade female students on the French language exam. Average differences are only significant between males and females in Benin, Burkina Faso, Democratic Republic of Congo, and Burundi. Since comparison is suggested by giving average scores for males/females, please take into account that these are only raw effects of gender. PASEC uses econometric models to validate the effect of gender in achievement. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/",Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.FRE5.MA,PASEC: Mean performance on the French language scale (100 points) for 5th grade students. Male,"Mean percentage correct for 5th male grade students on the French language exam. Average differences are only significant between males and females in Benin, Burkina Faso, Democratic Republic of Congo and Burundi. Since comparison is suggested by giving average scores for males/females, please take into account that these are only raw effects of gender. PASEC uses econometric models to validate the effect of gender in achievement. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/","Mean percentage correct for 5th male grade students on the French language exam. Average differences are only significant between males and females in Benin, Burkina Faso, Democratic Republic of Congo and Burundi. Since comparison is suggested by giving average scores for males/females, please take into account that these are only raw effects of gender. PASEC uses econometric models to validate the effect of gender in achievement. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/",Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.FRE5,PASEC: Mean performance on the French language scale (100 points) for 5th grade students. Total,Mean percentage correct for 5th grade students on the French language exam. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Mean percentage correct for 5th grade students on the French language exam. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.REA.2.PP,PASEC: Mean performance on the language scale for 2nd grade students who attended pre-primary education,Average score of Grade 2 students who attended any form of pre-primary education. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Average score of Grade 2 students who attended any form of pre-primary education. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.REA.2.NPP,PASEC: Mean performance on the language scale for 2nd grade students who did not attend pre-primary education,Average score of Grade 2 students who did not attend any form of pre-primary education. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Average score of Grade 2 students who did not attend any form of pre-primary education. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.REA.2.FE,PASEC: Mean performance on the language scale for 2nd grade students. Female,Average score of female Grade 2 students on the PASEC language scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Average score of female Grade 2 students on the PASEC language scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.REA.2.MA,PASEC: Mean performance on the language scale for 2nd grade students. Male,Average score of male Grade 2 students on the PASEC language scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Average score of male Grade 2 students on the PASEC language scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.REA.2,PASEC: Mean performance on the language scale for 2nd grade students. Total,Average score of Grade 2 students on the PASEC language scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Average score of Grade 2 students on the PASEC language scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.MAT5.FE,PASEC: Mean performance on the mathematics scale (100 points) for 5th grade students. Female,"Mean percentage correct for female 5th grade students on the mathematics exam. Average differences are only significant between males and females in Benin, Gabon, Burkina Faso, Senegal, Burundi, Cote d'Ivoire, Togo and Comoros. Since comparison is suggested by giving average scores for males/females, please take into account that these are only raw effects of gender. PASEC uses econometric models to validate the effect of gender in achievement. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/","Mean percentage correct for female 5th grade students on the mathematics exam. Average differences are only significant between males and females in Benin, Gabon, Burkina Faso, Senegal, Burundi, Cote d'Ivoire, Togo and Comoros. Since comparison is suggested by giving average scores for males/females, please take into account that these are only raw effects of gender. PASEC uses econometric models to validate the effect of gender in achievement. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/",Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.MAT5.MA,PASEC: Mean performance on the mathematics scale (100 points) for 5th grade students. Male,"Mean percentage correct for male 5th grade students on the mathematics exam. Average differences are only significant between males and females in Benin, Gabon, Burkina Faso, Senegal, Burundi, Cote d'Ivoire, Togo and Comoros. Since comparison is suggested by giving average scores for males/females, please take into account that these are only raw effects of gender. PASEC uses econometric models to validate the effect of gender in achievement. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/","Mean percentage correct for male 5th grade students on the mathematics exam. Average differences are only significant between males and females in Benin, Gabon, Burkina Faso, Senegal, Burundi, Cote d'Ivoire, Togo and Comoros. Since comparison is suggested by giving average scores for males/females, please take into account that these are only raw effects of gender. PASEC uses econometric models to validate the effect of gender in achievement. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/",Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.MAT5,PASEC: Mean performance on the mathematics scale (100 points) for 5th grade students. Total,Mean percentage correct for 5th grade students on the mathematics exam. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Mean percentage correct for 5th grade students on the mathematics exam. Data reflects country performance in the stated year according to PASEC. 2004-2005 PASEC data is only comparable with other country data from 2004-2005. 2006-2010 data is not comparable with data from 2004-2005. Consult the PASEC website for more detailed information: http://www.confemen.org/le-pasec/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.MAT.2.PP,PASEC: Mean performance on the mathematics scale for 2nd grade students who attended pre-primary education,Average score of Grade 2 students who attended any form of pre-primary education. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Average score of Grade 2 students who attended any form of pre-primary education. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.MAT.2.NPP,PASEC: Mean performance on the mathematics scale for 2nd grade students who did not attend pre-primary education,Average score of Grade 2 students who did not attend any form of pre-primary education. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Average score of Grade 2 students who did not attend any form of pre-primary education. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.MAT.2.FE,PASEC: Mean performance on the mathematics scale for 2nd grade students. Female,Average score of female Grade 2 students on the PASEC mathematics scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Average score of female Grade 2 students on the PASEC mathematics scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.MAT.2.MA,PASEC: Mean performance on the mathematics scale for 2nd grade students. Male,Average score of male Grade 2 students on the PASEC mathematics scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Average score of male Grade 2 students on the PASEC mathematics scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.MAT.2,PASEC: Mean performance on the mathematics scale for 2nd grade students. Total,Average score of Grade 2 students on the PASEC mathematics scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Average score of Grade 2 students on the PASEC mathematics scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.MAT.6.PP,PASEC: Mean performance on the mathematics scale for 6th grade students who attended pre-primary education,Average score of Grade 6 students who attended any form of pre-primary education. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Average score of Grade 6 students who attended any form of pre-primary education. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.MAT.6.NPP,PASEC: Mean performance on the mathematics scale for 6th grade students who did not attend pre-primary education,Average score of Grade 6 students who did not attend any form of pre-primary education. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Average score of Grade 6 students who did not attend any form of pre-primary education. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.MAT.6.FE,PASEC: Mean performance on the mathematics scale for 6th grade students. Female,Average score of female Grade 6 students on the PASEC mathematics scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Average score of female Grade 6 students on the PASEC mathematics scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.MAT.6.MA,PASEC: Mean performance on the mathematics scale for 6th grade students. Male,Average score of male Grade 6 students on the PASEC mathematics scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Average score of male Grade 6 students on the PASEC mathematics scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.MAT.6,PASEC: Mean performance on the mathematics scale for 6th grade students. Total,Average score of Grade 6 students on the PASEC mathematics scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Average score of Grade 6 students on the PASEC mathematics scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.REA.6.PP,PASEC: Mean performance on the reading scale for 6th grade students who attended pre-primary education,Average score of Grade 6 students who attended any form of pre-primary education. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Average score of Grade 6 students who attended any form of pre-primary education. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.REA.6.NPP,PASEC: Mean performance on the reading scale for 6th grade students who did not attend pre-primary education,Average score of Grade 6 students who did not attend any form of pre-primary education. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Average score of Grade 6 students who did not attend any form of pre-primary education. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.REA.6.FE,PASEC: Mean performance on the reading scale for 6th grade students. Female,Average score of female Grade 6 students on the PASEC reading scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Average score of female Grade 6 students on the PASEC reading scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.REA.6.MA,PASEC: Mean performance on the reading scale for 6th grade students. Male,Average score of male Grade 6 students on the PASEC reading scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Average score of male Grade 6 students on the PASEC reading scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.REA.6,PASEC: Mean performance on the reading scale for 6th grade students. Total,Average score of Grade 6 students on the PASEC reading scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Average score of Grade 6 students on the PASEC reading scale. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.MAT.2.ADD2,PASEC: Percentage of 2nd grade students correcting answering the addition problem: 14+23,Share of 2nd grade students correctly answering the stated problem. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Share of 2nd grade students correctly answering the stated problem. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.MAT.2.ADD3,PASEC: Percentage of 2nd grade students correcting answering the addition problem: 39+26,Share of 2nd grade students correctly answering the stated problem. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Share of 2nd grade students correctly answering the stated problem. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.MAT.2.ADD1,PASEC: Percentage of 2nd grade students correcting answering the addition problem: 8+5,Share of 2nd grade students correctly answering the stated problem. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Share of 2nd grade students correctly answering the stated problem. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.MAT.2.SUB1,PASEC: Percentage of 2nd grade students correcting answering the subtraction problem: 13-7,Share of 2nd grade students correctly answering the stated problem. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Share of 2nd grade students correctly answering the stated problem. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
LO.PASEC.MAT.2.SUB2,PASEC: Percentage of 2nd grade students correcting answering the subtraction problem: 34-11,Share of 2nd grade students correctly answering the stated problem. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Share of 2nd grade students correctly answering the stated problem. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/,Programme d'Analyse des Systèmes Educatifs de la CONFEMEN/Program for the Analysis of CONFEMEN Education Systems (PASEC): http://www.pasec.confemen.org/,Learning Outcomes,,
