"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2015",40.108776,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2016",39.856853,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2017",39.084484,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2018",38.252495,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2019",37.837608,
"ITA","EDUADULT","TRY","PC_25_64","A","2000",9.3770475,
"ITA","EDUADULT","TRY","PC_25_64","A","2001",10.04891,
"ITA","EDUADULT","TRY","PC_25_64","A","2002",10.367989,
"ITA","EDUADULT","TRY","PC_25_64","A","2003",10.460108,
"ITA","EDUADULT","TRY","PC_25_64","A","2004",11.59316,
"ITA","EDUADULT","TRY","PC_25_64","A","2005",12.224514,
"ITA","EDUADULT","TRY","PC_25_64","A","2006",12.872448,
"ITA","EDUADULT","TRY","PC_25_64","A","2007",13.578119,
"ITA","EDUADULT","TRY","PC_25_64","A","2008",14.357011,
"ITA","EDUADULT","TRY","PC_25_64","A","2009",14.510798,
"ITA","EDUADULT","TRY","PC_25_64","A","2010",14.802574,
"ITA","EDUADULT","TRY","PC_25_64","A","2011",14.935372,
"ITA","EDUADULT","TRY","PC_25_64","A","2012",15.708264,
"ITA","EDUADULT","TRY","PC_25_64","A","2013",16.289694,
"ITA","EDUADULT","TRY","PC_25_64","A","2014",16.910578,
"ITA","EDUADULT","TRY","PC_25_64","A","2015",17.546457,
"ITA","EDUADULT","TRY","PC_25_64","A","2016",17.723593,
"ITA","EDUADULT","TRY","PC_25_64","A","2017",18.669672,
"ITA","EDUADULT","TRY","PC_25_64","A","2018",19.323732,
"ITA","EDUADULT","TRY","PC_25_64","A","2019",19.632418,
"ITA","EDUADULT","UPPSRY","PC_25_64","A","2000",32.736511,
"ITA","EDUADULT","UPPSRY","PC_25_64","A","2001",33.225887,
"ITA","EDUADULT","UPPSRY","PC_25_64","A","2002",33.994335,
"ITA","EDUADULT","UPPSRY","PC_25_64","A","2003",37.953461,
"ITA","EDUADULT","UPPSRY","PC_25_64","A","2004",37.006237,
"ITA","EDUADULT","UPPSRY","PC_25_64","A","2005",37.861622,
"ITA","EDUADULT","UPPSRY","PC_25_64","A","2006",38.416656,
"ITA","EDUADULT","UPPSRY","PC_25_64","A","2007",38.721588,
"ITA","EDUADULT","UPPSRY","PC_25_64","A","2008",38.955219,
"ITA","EDUADULT","UPPSRY","PC_25_64","A","2009",39.790382,
"ITA","EDUADULT","UPPSRY","PC_25_64","A","2010",40.37178,
"ITA","EDUADULT","UPPSRY","PC_25_64","A","2011",41.093086,
"ITA","EDUADULT","UPPSRY","PC_25_64","A","2012",41.528671,
"ITA","EDUADULT","UPPSRY","PC_25_64","A","2013",41.866974,
"ITA","EDUADULT","UPPSRY","PC_25_64","A","2014",42.396198,
"ITA","EDUADULT","UPPSRY","PC_25_64","A","2015",42.344765,
"ITA","EDUADULT","UPPSRY","PC_25_64","A","2016",42.419556,
"ITA","EDUADULT","UPPSRY","PC_25_64","A","2017",42.245842,
"ITA","EDUADULT","UPPSRY","PC_25_64","A","2018",42.423771,
"ITA","EDUADULT","UPPSRY","PC_25_64","A","2019",42.529976,
"JPN","EDUADULT","TRY","PC_25_64","A","2000",33.615494,
"JPN","EDUADULT","TRY","PC_25_64","A","2001",34.13689,
"JPN","EDUADULT","TRY","PC_25_64","A","2002",36.575481,
"JPN","EDUADULT","TRY","PC_25_64","A","2003",37.422066,
"JPN","EDUADULT","TRY","PC_25_64","A","2004",38.693394,
"JPN","EDUADULT","TRY","PC_25_64","A","2005",39.939026,
"JPN","EDUADULT","TRY","PC_25_64","A","2006",40.464294,
"JPN","EDUADULT","TRY","PC_25_64","A","2007",41.024883,
"JPN","EDUADULT","TRY","PC_25_64","A","2008",42.842262,
"JPN","EDUADULT","TRY","PC_25_64","A","2009",43.764038,
"JPN","EDUADULT","TRY","PC_25_64","A","2010",44.809975,
"JPN","EDUADULT","TRY","PC_25_64","A","2011",46.364063,
"JPN","EDUADULT","TRY","PC_25_64","A","2012",46.619377,
"JPN","EDUADULT","TRY","PC_25_64","A","2013",47.311993,
"JPN","EDUADULT","TRY","PC_25_64","A","2014",48.185074,
"JPN","EDUADULT","TRY","PC_25_64","A","2015",49.541573,
"JPN","EDUADULT","TRY","PC_25_64","A","2016",50.496956,
"JPN","EDUADULT","TRY","PC_25_64","A","2017",51.440529,
"JPN","EDUADULT","TRY","PC_25_64","A","2018",51.928062,
"JPN","EDUADULT","TRY","PC_25_64","A","2019",52.67799,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2000",31.754948,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2001",30.488056,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2002",29.26877,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2003",26.809116,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2004",25.614571,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2005",24.359201,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2006",23.094648,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2007",21.798021,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2008",20.631649,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2009",19.37129,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2010",19.059269,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2011",18.535269,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2012",17.488157,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2013",16.277796,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2014",15.002967,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2015",14.229398,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2016",13.227958,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2017",12.388158,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2018",11.811645,
"KOR","EDUADULT","BUPPSRY","PC_25_64","A","2019",11.27041,
"KOR","EDUADULT","TRY","PC_25_64","A","2000",23.849094,
"KOR","EDUADULT","TRY","PC_25_64","A","2001",24.819485,
"KOR","EDUADULT","TRY","PC_25_64","A","2002",25.88715,
"KOR","EDUADULT","TRY","PC_25_64","A","2003",29.395346,
"KOR","EDUADULT","TRY","PC_25_64","A","2004",30.406145,
"KOR","EDUADULT","TRY","PC_25_64","A","2005",31.619953,
"KOR","EDUADULT","TRY","PC_25_64","A","2006",33.070503,
"KOR","EDUADULT","TRY","PC_25_64","A","2007",34.814022,
"KOR","EDUADULT","TRY","PC_25_64","A","2008",36.669804,
"KOR","EDUADULT","TRY","PC_25_64","A","2009",38.470245,
"KOR","EDUADULT","TRY","PC_25_64","A","2010",39.044632,
"KOR","EDUADULT","TRY","PC_25_64","A","2011",40.381783,
"KOR","EDUADULT","TRY","PC_25_64","A","2012",41.746613,
"KOR","EDUADULT","TRY","PC_25_64","A","2013",43.075195,
"KOR","EDUADULT","TRY","PC_25_64","A","2014",44.49865,
"KOR","EDUADULT","TRY","PC_25_64","A","2015",45.356678,
"KOR","EDUADULT","TRY","PC_25_64","A","2016",46.643951,
"KOR","EDUADULT","TRY","PC_25_64","A","2017",47.744724,
"KOR","EDUADULT","TRY","PC_25_64","A","2018",49.008511,
"KOR","EDUADULT","TRY","PC_25_64","A","2019",50.03104,
"KOR","EDUADULT","UPPSRY","PC_25_64","A","2000",44.395958,
"KOR","EDUADULT","UPPSRY","PC_25_64","A","2001",44.692459,
"KOR","EDUADULT","UPPSRY","PC_25_64","A","2002",44.844082,
"KOR","EDUADULT","UPPSRY","PC_25_64","A","2003",43.795536,
"KOR","EDUADULT","UPPSRY","PC_25_64","A","2004",43.979282,
"KOR","EDUADULT","UPPSRY","PC_25_64","A","2005",44.020844,
"KOR","EDUADULT","UPPSRY","PC_25_64","A","2006",43.83485,
"KOR","EDUADULT","UPPSRY","PC_25_64","A","2007",43.387959,
"KOR","EDUADULT","UPPSRY","PC_25_64","A","2008",42.698547,
"KOR","EDUADULT","UPPSRY","PC_25_64","A","2009",42.158466,
"KOR","EDUADULT","UPPSRY","PC_25_64","A","2010",41.896099,
"KOR","EDUADULT","UPPSRY","PC_25_64","A","2011",41.082951,
"KOR","EDUADULT","UPPSRY","PC_25_64","A","2012",40.765228,
"KOR","EDUADULT","UPPSRY","PC_25_64","A","2013",40.647007,
"KOR","EDUADULT","UPPSRY","PC_25_64","A","2014",40.498386,
"KOR","EDUADULT","UPPSRY","PC_25_64","A","2015",40.413925,
"KOR","EDUADULT","UPPSRY","PC_25_64","A","2016",40.12809,
"KOR","EDUADULT","UPPSRY","PC_25_64","A","2017",39.867115,
"KOR","EDUADULT","UPPSRY","PC_25_64","A","2018",39.179844,
"KOR","EDUADULT","UPPSRY","PC_25_64","A","2019",38.698547,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2000",39.080746,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2005",34.146366,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2006",34.479065,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2007",34.264404,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2008",32.058296,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2009",22.655592,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2010",22.322315,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2011",22.742352,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2012",21.69751,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2013",19.512997,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2014",18.023409,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2015",25.391632,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2016",21.180861,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2017",23.302259,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2018",22.764822,
"LUX","EDUADULT","BUPPSRY","PC_25_64","A","2019",24.854612,
"LUX","EDUADULT","TRY","PC_25_64","A","2000",18.284153,
"LUX","EDUADULT","TRY","PC_25_64","A","2005",26.549366,
"LUX","EDUADULT","TRY","PC_25_64","A","2006",23.993208,
"LUX","EDUADULT","TRY","PC_25_64","A","2007",26.512686,
"LUX","EDUADULT","TRY","PC_25_64","A","2008",27.653927,
"LUX","EDUADULT","TRY","PC_25_64","A","2009",34.795971,
"LUX","EDUADULT","TRY","PC_25_64","A","2010",35.475895,
"LUX","EDUADULT","TRY","PC_25_64","A","2011",37.034779,
"LUX","EDUADULT","TRY","PC_25_64","A","2012",39.110382,
"LUX","EDUADULT","TRY","PC_25_64","A","2013",40.673241,
"LUX","EDUADULT","TRY","PC_25_64","A","2014",45.935593,
"LUX","EDUADULT","TRY","PC_25_64","A","2015",39.794865,
"LUX","EDUADULT","TRY","PC_25_64","A","2016",42.856003,
"LUX","EDUADULT","TRY","PC_25_64","A","2017",40.325737,
"LUX","EDUADULT","TRY","PC_25_64","A","2018",43.886856,
"LUX","EDUADULT","TRY","PC_25_64","A","2019",51.642971,
"LUX","EDUADULT","UPPSRY","PC_25_64","A","2000",42.635101,
"LUX","EDUADULT","UPPSRY","PC_25_64","A","2005",39.304268,
"LUX","EDUADULT","UPPSRY","PC_25_64","A","2006",41.527729,
"LUX","EDUADULT","UPPSRY","PC_25_64","A","2007",39.222908,
"LUX","EDUADULT","UPPSRY","PC_25_64","A","2008",40.287777,
"LUX","EDUADULT","UPPSRY","PC_25_64","A","2009",42.548435,
"LUX","EDUADULT","UPPSRY","PC_25_64","A","2010",42.20179,
"LUX","EDUADULT","UPPSRY","PC_25_64","A","2011",40.22287,
"LUX","EDUADULT","UPPSRY","PC_25_64","A","2012",39.192108,
"LUX","EDUADULT","UPPSRY","PC_25_64","A","2013",39.813763,
"LUX","EDUADULT","UPPSRY","PC_25_64","A","2014",36.041,
"LUX","EDUADULT","UPPSRY","PC_25_64","A","2015",34.813503,
"LUX","EDUADULT","UPPSRY","PC_25_64","A","2016",35.963139,
"LUX","EDUADULT","UPPSRY","PC_25_64","A","2017",36.372005,
"LUX","EDUADULT","UPPSRY","PC_25_64","A","2018",33.34832,
"LUX","EDUADULT","UPPSRY","PC_25_64","A","2019",23.502417,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2000",70.91008,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2001",70.337532,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2002",70.016335,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2003",70.124634,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2004",68.566475,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2005",71.844093,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2006",70.973122,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2007",70.421989,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2008",70.091904,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2009",68.709137,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2010",67.913872,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2011",66.860298,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2012",66.014343,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2013",65.209229,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2014",64.907104,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2015",64.336807,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2016",63.365211,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2017",62.338387,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2018",60.853703,
"MEX","EDUADULT","BUPPSRY","PC_25_64","A","2019",60.211422,
"MEX","EDUADULT","TRY","PC_25_64","A","2000",14.635047,
"MEX","EDUADULT","TRY","PC_25_64","A","2001",15.109115,
"MEX","EDUADULT","TRY","PC_25_64","A","2002",15.364734,
"MEX","EDUADULT","TRY","PC_25_64","A","2003",15.5543,
"MEX","EDUADULT","TRY","PC_25_64","A","2004",16.568291,
"MEX","EDUADULT","TRY","PC_25_64","A","2005",12.723972,
"MEX","EDUADULT","TRY","PC_25_64","A","2006",13.26213,
"MEX","EDUADULT","TRY","PC_25_64","A","2007",13.55181,
"MEX","EDUADULT","TRY","PC_25_64","A","2008",13.672557,
"MEX","EDUADULT","TRY","PC_25_64","A","2009",14.308427,
"MEX","EDUADULT","TRY","PC_25_64","A","2010",14.654601,
"MEX","EDUADULT","TRY","PC_25_64","A","2011",15.012249,
"MEX","EDUADULT","TRY","PC_25_64","A","2012",15.709545,
"MEX","EDUADULT","TRY","PC_25_64","A","2013",16.20183,
"MEX","EDUADULT","TRY","PC_25_64","A","2014",15.996383,
"MEX","EDUADULT","TRY","PC_25_64","A","2015",16.278801,
"MEX","EDUADULT","TRY","PC_25_64","A","2016",16.818605,
"MEX","EDUADULT","TRY","PC_25_64","A","2017",17.418995,
"MEX","EDUADULT","TRY","PC_25_64","A","2018",17.979799,
"MEX","EDUADULT","TRY","PC_25_64","A","2019",18.259947,
"MEX","EDUADULT","UPPSRY","PC_25_64","A","2000",14.454871,
"MEX","EDUADULT","UPPSRY","PC_25_64","A","2001",14.553352,
"MEX","EDUADULT","UPPSRY","PC_25_64","A","2002",14.618934,
"MEX","EDUADULT","UPPSRY","PC_25_64","A","2003",14.321067,
"MEX","EDUADULT","UPPSRY","PC_25_64","A","2004",14.865237,
"MEX","EDUADULT","UPPSRY","PC_25_64","A","2005",15.431935,
"MEX","EDUADULT","UPPSRY","PC_25_64","A","2006",15.764752,
"MEX","EDUADULT","UPPSRY","PC_25_64","A","2007",16.026201,
"MEX","EDUADULT","UPPSRY","PC_25_64","A","2008",16.235542,
"MEX","EDUADULT","UPPSRY","PC_25_64","A","2009",16.982433,
"MEX","EDUADULT","UPPSRY","PC_25_64","A","2010",17.431528,
"MEX","EDUADULT","UPPSRY","PC_25_64","A","2011",18.127449,
"MEX","EDUADULT","UPPSRY","PC_25_64","A","2012",18.276108,
"MEX","EDUADULT","UPPSRY","PC_25_64","A","2013",18.58894,
"MEX","EDUADULT","UPPSRY","PC_25_64","A","2014",19.09651,
"MEX","EDUADULT","UPPSRY","PC_25_64","A","2015",19.38439,
"MEX","EDUADULT","UPPSRY","PC_25_64","A","2016",19.816181,
"MEX","EDUADULT","UPPSRY","PC_25_64","A","2017",20.242617,
"MEX","EDUADULT","UPPSRY","PC_25_64","A","2018",21.166498,
"MEX","EDUADULT","UPPSRY","PC_25_64","A","2019",21.528631,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2000",35.143627,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2001",34.89233,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2002",32.165543,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2003",30.776005,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2004",29.093763,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2005",28.181055,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2006",27.63452,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2007",26.816864,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2008",26.708052,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2009",26.604006,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2010",27.026423,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2011",27.715986,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2012",26.576496,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2013",24.204819,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2014",24.098568,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2015",23.600424,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2016",22.9333,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2017",21.618059,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2018",20.976793,
"NLD","EDUADULT","BUPPSRY","PC_25_64","A","2019",20.440771,
"NLD","EDUADULT","TRY","PC_25_64","A","2000",23.375116,
"NLD","EDUADULT","TRY","PC_25_64","A","2001",23.205473,
"NLD","EDUADULT","TRY","PC_25_64","A","2002",25.02088,
"NLD","EDUADULT","TRY","PC_25_64","A","2003",27.545015,
"NLD","EDUADULT","TRY","PC_25_64","A","2004",29.537558,
"NLD","EDUADULT","TRY","PC_25_64","A","2005",30.11544,
"NLD","EDUADULT","TRY","PC_25_64","A","2006",30.189871,
"NLD","EDUADULT","TRY","PC_25_64","A","2007",30.803967,
"NLD","EDUADULT","TRY","PC_25_64","A","2008",32.167362,
"NLD","EDUADULT","TRY","PC_25_64","A","2009",32.785397,
"NLD","EDUADULT","TRY","PC_25_64","A","2010",32.389164,
"NLD","EDUADULT","TRY","PC_25_64","A","2011",32.041344,
"NLD","EDUADULT","TRY","PC_25_64","A","2012",34.398335,
"NLD","EDUADULT","TRY","PC_25_64","A","2013",33.869305,
"NLD","EDUADULT","TRY","PC_25_64","A","2014",34.419815,
"NLD","EDUADULT","TRY","PC_25_64","A","2015",35.330765,
"NLD","EDUADULT","TRY","PC_25_64","A","2016",35.999168,
"NLD","EDUADULT","TRY","PC_25_64","A","2017",37.16811,
"NLD","EDUADULT","TRY","PC_25_64","A","2018",38.343895,
"NLD","EDUADULT","TRY","PC_25_64","A","2019",40.385136,
"NLD","EDUADULT","UPPSRY","PC_25_64","A","2000",41.481255,
"NLD","EDUADULT","UPPSRY","PC_25_64","A","2001",41.902199,
"NLD","EDUADULT","UPPSRY","PC_25_64","A","2002",42.813576,
"NLD","EDUADULT","UPPSRY","PC_25_64","A","2003",41.678982,
"NLD","EDUADULT","UPPSRY","PC_25_64","A","2004",41.368679,
"NLD","EDUADULT","UPPSRY","PC_25_64","A","2005",41.703503,
"NLD","EDUADULT","UPPSRY","PC_25_64","A","2006",42.17561,
"NLD","EDUADULT","UPPSRY","PC_25_64","A","2007",42.379169,
"NLD","EDUADULT","UPPSRY","PC_25_64","A","2008",41.124588,
"NLD","EDUADULT","UPPSRY","PC_25_64","A","2009",40.6106,
"NLD","EDUADULT","UPPSRY","PC_25_64","A","2010",40.584415,
"NLD","EDUADULT","UPPSRY","PC_25_64","A","2011",40.242668,
"NLD","EDUADULT","UPPSRY","PC_25_64","A","2012",39.025169,
"NLD","EDUADULT","UPPSRY","PC_25_64","A","2013",41.925877,
"NLD","EDUADULT","UPPSRY","PC_25_64","A","2014",41.481617,
"NLD","EDUADULT","UPPSRY","PC_25_64","A","2015",41.06881,
"NLD","EDUADULT","UPPSRY","PC_25_64","A","2016",41.067532,
"NLD","EDUADULT","UPPSRY","PC_25_64","A","2017",41.213829,
"NLD","EDUADULT","UPPSRY","PC_25_64","A","2018",40.67931,
"NLD","EDUADULT","UPPSRY","PC_25_64","A","2019",39.174091,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2000",36.803673,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2001",35.522774,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2002",34.41552,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2003",33.131687,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2004",32.920467,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2005",31.6005,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2006",31.062853,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2007",28.924793,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2008",27.94714,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2009",27.84214,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2010",26.960302,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2011",25.886049,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2012",25.939383,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2013",28.640007,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2014",25.924784,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2015",25.277622,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2016",23.423424,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2017",21.118555,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2018",19.542797,
"NZL","EDUADULT","BUPPSRY","PC_25_64","A","2019",19.30257,
"NZL","EDUADULT","TRY","PC_25_64","A","2014",35.628941,
"NZL","EDUADULT","TRY","PC_25_64","A","2015",34.040531,
"NZL","EDUADULT","TRY","PC_25_64","A","2016",36.275139,
"NZL","EDUADULT","TRY","PC_25_64","A","2017",37.730431,
"NZL","EDUADULT","TRY","PC_25_64","A","2018",39.292675,
"NZL","EDUADULT","TRY","PC_25_64","A","2019",39.065784,
"NZL","EDUADULT","UPPSRY","PC_25_64","A","2014",38.446278,
"NZL","EDUADULT","UPPSRY","PC_25_64","A","2015",40.681847,
"NZL","EDUADULT","UPPSRY","PC_25_64","A","2016",40.301437,
"NZL","EDUADULT","UPPSRY","PC_25_64","A","2017",41.151012,
"NZL","EDUADULT","UPPSRY","PC_25_64","A","2018",41.164528,
"NZL","EDUADULT","UPPSRY","PC_25_64","A","2019",41.631645,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2005",22.786383,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2006",21.103868,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2007",21.07445,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2008",19.278467,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2009",19.276142,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2010",19.372442,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2011",18.103582,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2012",17.945995,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2013",17.591412,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2014",18.052679,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2015",17.628136,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2016",17.761009,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2017",18.030542,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2018",17.522373,
"NOR","EDUADULT","BUPPSRY","PC_25_64","A","2019",17.480188,
"NOR","EDUADULT","TRY","PC_25_64","A","2005",32.692787,
"NOR","EDUADULT","TRY","PC_25_64","A","2006",32.926327,
"NOR","EDUADULT","TRY","PC_25_64","A","2007",34.198307,
"NOR","EDUADULT","TRY","PC_25_64","A","2008",36.004189,
"NOR","EDUADULT","TRY","PC_25_64","A","2009",36.698498,
"NOR","EDUADULT","TRY","PC_25_64","A","2010",37.284328,
"NOR","EDUADULT","TRY","PC_25_64","A","2011",38.053513,
"NOR","EDUADULT","TRY","PC_25_64","A","2012",38.561893,
"NOR","EDUADULT","TRY","PC_25_64","A","2013",39.770252,
"NOR","EDUADULT","TRY","PC_25_64","A","2014",41.757915,
"NOR","EDUADULT","TRY","PC_25_64","A","2015",42.706734,
"NOR","EDUADULT","TRY","PC_25_64","A","2016",43.016758,
"NOR","EDUADULT","TRY","PC_25_64","A","2017",43.207031,
"NOR","EDUADULT","TRY","PC_25_64","A","2018",43.575832,
"NOR","EDUADULT","TRY","PC_25_64","A","2019",44.129421,
"NOR","EDUADULT","UPPSRY","PC_25_64","A","2005",44.520832,
"NOR","EDUADULT","UPPSRY","PC_25_64","A","2006",45.969803,
"NOR","EDUADULT","UPPSRY","PC_25_64","A","2007",44.727242,
"NOR","EDUADULT","UPPSRY","PC_25_64","A","2008",44.717346,
"NOR","EDUADULT","UPPSRY","PC_25_64","A","2009",44.02536,
"NOR","EDUADULT","UPPSRY","PC_25_64","A","2010",43.343231,
"NOR","EDUADULT","UPPSRY","PC_25_64","A","2011",43.842903,
"NOR","EDUADULT","UPPSRY","PC_25_64","A","2012",43.492111,
"NOR","EDUADULT","UPPSRY","PC_25_64","A","2013",42.638336,
"NOR","EDUADULT","UPPSRY","PC_25_64","A","2014",40.189404,
"NOR","EDUADULT","UPPSRY","PC_25_64","A","2015",39.665131,
"NOR","EDUADULT","UPPSRY","PC_25_64","A","2016",39.222229,
"NOR","EDUADULT","UPPSRY","PC_25_64","A","2017",38.762424,
"NOR","EDUADULT","UPPSRY","PC_25_64","A","2018",38.901794,
"NOR","EDUADULT","UPPSRY","PC_25_64","A","2019",38.390388,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2000",20.119442,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2001",19.421961,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2002",18.766407,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2003",17.379782,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2004",16.07354,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2005",14.887128,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2006",14.18797,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2007",13.698365,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2008",12.851042,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2009",12.027865,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2010",11.485272,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2011",11.087381,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2012",10.402209,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2013",9.8658543,
